SEQ,IDW,MIDW,W,ID,HV,HD,IC_BAR,MAX_IC,I_ORB,MAX_ORB,M1,M2,IC0,IC1,IC2,IC3,IC4,IC5,IC6,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,SIC6,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,CIC6,S0,S1,S2,S3,S4,S5,S6,SC3,SC4,SC5,SC6,SCY5,SCY6,SPC4,SPC5,SPC6,B0,B1,B2,B3,B4,B5,B6,BC3,BC4,BC5,BC6,BCY5,BCY6,BPC4,BPC5,BPC6,V0,V1,V2,V3,V4,V5,V6,VC3,VC4,VC5,VC6,VCY5,VCY6,VPC4,VPC5,VPC6,K0,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,J,JB,JX,JY,EDH,ED,VOL,HOMO,HOMO1,LUMO,LUMO1,HF,IP,DM,AZV1,AZV2,AZV3,AZV4,AZV5,ASV1,ASV2,ASV3,ASV4,ASV5,DSV1,DSV2,DSV3,DSV4,DSV5,AZS1,AZS2,ASZ1,ASZ2,ASZ3,ASZ4,ASZ5,DN2S1,DN2S2,DN2S3,DN2S4,DN2S5,DN211,DN212,DN213,DN214,DN215,AS11,AS12,AS13,AS14,AS15,DS11,DS12,DS13,DS14,DS15,ASN1,ASN2,ASN3,ASN4,ASN5,DSN1,DSN2,DSN3,DSN4,DSN5,DN2N1,DN2N2,DN2N3,DN2N4,DN2N5,ANS1,ANS2,ANV1,ANV2,ANV3,ANV4,ANV5,AZN1,AZN2,AZN3,AZN4,AZN5,ANZ1,ANZ2,ANZ3,ANZ4,ANZ5,AN11,AN12,AN13,AN14,AN15,DSZ1,DSZ2,DSZ3,DSZ4,DSZ5,ANN1,ANN2,ANN3,ANN4,ANN5,DN2Z1,DN2Z2,DN2Z3,DN2Z4,DN2Z5,SMILES,ACT
35.0000,6.7369,1.8890,5.0173,1.4637,1.1891,1.4303,1.0770,1.6094,1.4535,1.0986,3.9703,4.0775,0.8290,1.2712,1.4709,1.5310,1.5651,1.5651,1.5651,0.2453,0.4395,0.5435,0.5766,0.5961,0.5961,0.5961,1.4709,1.1246,0.8290,0.7031,0.6206,0.6206,0.6206,2.2440,1.8098,1.7584,1.4711,1.3026,0.9014,0.7149,0.6901,0.0000,0.2086,0.0000,0.0000,0.0658,1.0431,1.3145,1.4107,2.1758,1.6450,1.5074,1.1142,0.9054,0.4941,0.3709,0.5206,0.0000,0.1231,0.0000,0.0000,0.0237,0.7304,0.8920,0.8759,2.0749,1.5600,1.3970,1.0054,0.7509,0.4240,0.2662,0.4395,0.0000,0.1053,0.0000,0.0000,0.0237,0.6227,0.6846,0.6591,2.4849,2.4849,2.7726,2.8904,2.9957,2.9444,2.7726,1.7918,1.0986,0.0000,0.0000,1.2346,1.4093,1.4009,1.4115,7.0471,5.1434,4.9931,-8.1314,-8.7934,0.7239,0.8019,3.7102,8.1314,0.6980,1.2755,0.5817,1.8092,3.8162,1.1489,0.1511,0.0037,0.8161,6.7960,0.1201,0.1438,0.0039,0.7845,6.9910,0.0992,10.7024,18.6038,0.4213,0.0360,1.1915,5.7568,0.3642,6.3669,10.3349,4.3937,0.1867,6.3658,0.0717,0.0005,0.6439,7.3816,0.0716,0.0826,0.0010,0.6554,7.5658,0.0688,0.0790,0.0011,0.6323,7.7460,0.0598,0.6663,0.1152,1.4039,5.1731,0.5784,0.6439,0.1235,1.3673,5.3524,0.5176,0.5974,0.0591,1.3857,4.9900,0.5969,10.9786,17.5932,0.9715,0.2617,1.6337,4.2435,0.8945,2.7705,3.0797,2.6247,2.2634,2.7614,1.8363,1.2743,2.1516,3.2357,1.8287,0.6156,0.0641,1.4003,5.0033,0.6140,0.4043,0.0382,1.1583,5.9285,0.3246,2.3378,2.1989,2.4103,2.6704,2.3347,0.3775,0.0190,1.1771,5.5835,0.3768,CC(C)c1c,-3.00
36.0000,6.0469,1.7953,4.4427,1.3972,1.1436,1.3538,0.9282,1.3863,1.4279,1.0986,3.7612,3.8501,1.0032,1.3083,1.4308,1.5399,1.5399,1.5399,1.5399,0.3743,0.5359,0.6076,0.6740,0.6740,0.6740,0.6740,1.1249,0.7457,0.4855,0.1337,0.1337,0.1337,0.1337,2.0609,1.6483,1.5837,1.3507,1.0357,0.8467,0.4081,0.5653,0.0000,0.1544,0.0000,0.0000,0.0658,0.9075,0.9392,1.1236,1.9785,1.4441,1.2776,0.9791,0.6371,0.4466,0.1706,0.3750,0.0000,0.0797,0.0000,0.0000,0.0237,0.5822,0.5377,0.6092,1.7165,1.2252,0.9806,0.6740,0.4068,0.2593,0.0677,0.1832,0.0000,0.0178,0.0000,0.0000,0.0237,0.2515,0.2103,0.2062,2.3026,2.3026,2.5649,2.6391,2.6391,2.7081,2.0794,0.6931,0.0000,0.0000,0.0000,1.2078,1.4284,1.3982,1.4386,5.6451,4.5794,4.5250,-8.7029,-10.0301,-0.0666,-0.0184,-69.2332,8.7029,2.5980,1.1210,0.4915,1.6299,3.6715,0.9791,0.2007,0.0077,0.8512,6.0504,0.1639,0.1931,0.0083,0.8192,6.2651,0.1329,10.9028,18.1569,0.5691,0.0876,1.2595,4.9606,0.5058,6.5535,10.9086,4.3870,0.1080,6.5527,0.0866,0.0009,0.6429,6.7851,0.0865,0.1094,0.0021,0.6827,6.8070,0.0940,0.1056,0.0022,0.6611,6.9689,0.0826,0.7134,0.1542,1.3705,4.6186,0.6352,0.6944,0.1672,1.3378,4.7792,0.5736,0.5954,0.0711,1.3099,4.5969,0.5950,11.0068,17.6373,0.9486,0.2913,1.5397,3.8926,0.8748,2.3336,2.3754,2.3168,2.2788,2.3283,1.8963,1.5866,2.0872,2.8764,1.8608,0.6012,0.0735,1.3138,4.6440,0.5989,0.5496,0.0947,1.2269,5.1280,0.4560,2.1304,1.9705,2.2149,2.5209,2.1260,0.4756,0.0419,1.2032,4.9711,0.4692,Nc1ccc(F,-2.70
37.0000,7.8684,2.0104,6.0039,1.5775,1.3790,1.5232,1.2355,1.3863,1.2355,1.0986,4.3175,4.4188,0.8294,1.2244,1.3679,1.4358,1.4358,1.4358,1.4358,0.2359,0.4015,0.4719,0.5062,0.5062,0.5062,0.5062,1.5186,1.2401,1.0753,0.9764,0.9764,0.9764,0.9764,2.4573,2.1086,2.0132,1.7814,1.5263,1.4386,0.9761,0.6861,0.0000,0.0000,0.0000,0.0000,0.1544,0.9670,1.0865,1.3561,2.3347,1.8485,1.6386,1.2945,0.9738,0.8277,0.4637,0.4504,0.0000,0.0000,0.0000,0.0000,0.0545,0.5738,0.5822,0.7001,2.2493,1.7795,1.5390,1.2143,0.9191,0.7453,0.4008,0.3563,0.0000,0.0000,0.0000,0.0000,0.0545,0.4775,0.5080,0.5906,2.7726,2.8332,3.0910,3.2189,3.3673,3.6109,3.3673,3.3673,3.3673,3.2189,3.2189,0.9862,1.1464,1.1420,1.1477,7.5416,6.0519,5.1974,-7.8821,-8.0997,0.8350,0.8685,50.4614,7.8821,1.8890,1.5686,0.7484,2.1265,4.1404,1.4944,0.0942,0.0010,0.7667,8.0485,0.0762,0.0868,0.0009,0.7360,8.2151,0.0653,10.6011,18.5079,0.2658,0.0108,1.0993,7.0382,0.2142,6.0802,9.4517,4.4047,0.4373,6.0781,0.0525,0.0002,0.6412,8.3961,0.0524,0.0475,0.0003,0.5909,8.8367,0.0383,0.0440,0.0002,0.5667,9.0040,0.0334,0.5477,0.0559,1.4160,6.1307,0.4607,0.5158,0.0536,1.3744,6.2977,0.4113,0.5924,0.0427,1.4999,5.6912,0.5919,11.0347,16.9421,1.0461,0.2233,1.8231,4.8410,1.0090,3.3449,3.9390,3.0555,2.3074,3.3401,1.8543,1.0833,2.3005,3.8486,1.8505,0.6296,0.0501,1.5317,5.6297,0.6292,0.2489,0.0107,1.0614,7.2180,0.1874,2.6500,2.5303,2.7109,2.9707,2.6490,0.2850,0.0072,1.1705,6.5996,0.2848,Nc1ccc(C,-1.60
38.0000,7.9876,2.0398,6.0890,1.5882,1.3483,1.5507,1.1787,1.3863,1.3863,1.0986,4.4188,4.5643,0.8207,1.2479,1.4542,1.5213,1.5213,1.5213,1.5213,0.2263,0.4035,0.5044,0.5400,0.5400,0.5400,0.5400,1.5535,1.2576,1.0003,0.8846,0.8846,0.8846,0.8846,2.5422,2.1489,2.0863,1.9379,1.6164,1.4814,1.1588,0.8224,0.0000,0.3485,0.0000,0.0000,0.1275,1.4146,1.5014,1.8166,2.4392,1.9060,1.7224,1.4695,1.0445,0.8459,0.5568,0.5562,0.0000,0.1773,0.0000,0.0000,0.0469,0.9532,0.8924,1.0346,2.3626,1.8410,1.6376,1.3540,0.9973,0.7830,0.4874,0.4837,0.0000,0.1169,0.0000,0.0000,0.0469,0.7925,0.7880,0.9095,2.8332,2.8904,3.2189,3.4340,3.5553,3.8067,3.7612,3.6889,3.6109,3.5553,3.2189,1.0592,1.2533,1.2490,1.2545,7.8127,6.2186,5.2704,-7.8954,-8.7826,0.1887,0.6482,29.8113,7.8954,2.3130,1.6079,0.7861,2.1704,4.1958,1.5082,0.1032,0.0012,0.7992,8.1643,0.0766,0.0982,0.0012,0.7706,8.3811,0.0638,10.6515,18.3442,0.2797,0.0111,1.1388,7.1601,0.2225,6.0378,9.3012,4.4158,0.4989,6.0364,0.0502,0.0002,0.6459,8.5630,0.0502,0.0518,0.0003,0.6206,8.9618,0.0399,0.0497,0.0003,0.5997,9.1442,0.0349,0.6159,0.0761,1.4907,6.1911,0.5018,0.5960,0.0804,1.4553,6.3732,0.4500,0.6012,0.0417,1.5327,5.7933,0.6008,11.0719,16.6063,1.0456,0.2189,1.8434,4.9476,0.9874,3.4763,4.1484,3.1506,2.3153,3.4688,1.8604,1.0502,2.3329,3.9687,1.8567,0.6338,0.0479,1.5605,5.7515,0.6332,0.2688,0.0117,1.1080,7.3409,0.1971,2.7183,2.6067,2.7754,3.0255,2.7171,0.2739,0.0062,1.1770,6.7663,0.2736,Cc1cc(cc,0.01
39.0000,8.0035,2.0696,6.0707,1.6174,1.2587,1.5802,1.0477,2.0794,1.6267,1.7918,4.6151,4.8363,0.7715,1.1455,1.3620,1.5884,1.6775,1.7087,1.7341,0.2167,0.3688,0.4725,0.5933,0.6445,0.6632,0.6780,1.5358,1.2983,1.0657,0.6476,0.3757,0.2515,0.1337,2.5181,2.2346,2.1730,2.0794,2.0461,1.9509,1.7029,0.7472,0.0000,0.2723,0.0000,0.0620,0.3542,1.3643,1.9144,2.4116,2.3538,1.9036,1.6857,1.4346,1.2619,1.0529,0.7664,0.4266,0.0000,0.0889,0.0000,0.0227,0.1196,0.7405,1.0242,1.2740,2.3296,1.9118,1.7080,1.5056,1.3457,1.1404,0.8394,0.4259,0.0000,0.1124,0.0000,0.0305,0.1484,0.8100,1.1262,1.4012,2.8904,3.0445,3.4340,3.8286,4.2485,4.5747,4.7185,4.8903,5.0304,4.9767,4.9053,0.9836,1.2470,1.2453,1.2476,7.4425,6.2258,5.1968,-7.9404,-8.7408,-0.9027,0.3208,99.4450,7.9404,2.0830,1.7381,0.8765,2.2838,4.2830,1.6928,0.1074,0.0012,0.8407,8.3004,0.0888,0.1010,0.0011,0.8159,8.4197,0.0801,10.7493,18.0346,0.2845,0.0121,1.1603,7.4108,0.2216,6.0120,9.1894,4.4329,0.6040,6.0104,0.0489,0.0001,0.6536,8.8178,0.0488,0.0515,0.0003,0.6343,9.2028,0.0401,0.0491,0.0003,0.6136,9.3465,0.0357,0.6413,0.0800,1.5373,6.3712,0.5285,0.6177,0.0829,1.5025,6.5147,0.4811,0.6158,0.0418,1.5693,5.9870,0.6156,11.1113,16.1953,1.1155,0.2338,1.9246,5.0968,1.0902,3.5702,4.2718,3.2270,2.4067,3.5664,1.8456,0.9861,2.3528,4.1875,1.8437,0.6309,0.0445,1.5822,5.9695,0.6306,0.2734,0.0131,1.1285,7.5667,0.1972,2.7694,2.6505,2.8296,3.1764,2.7688,0.2648,0.0054,1.1847,7.0244,0.2646,Nc1cc2cc,3.23
40.0000,7.9720,2.0423,6.0707,1.5929,1.3226,1.5543,1.1569,1.6094,1.5841,1.3863,4.3944,4.5326,0.9609,1.2876,1.4734,1.6653,1.7133,1.7133,1.7133,0.2949,0.4434,0.5400,0.6481,0.6765,0.6765,0.6765,1.4076,1.1240,0.8489,0.3464,0.1432,0.1432,0.1432,2.5292,2.1613,2.0613,1.8689,1.6688,1.4814,1.0943,0.7120,0.0000,0.2859,0.0000,0.0000,0.1544,1.2346,1.4665,1.7709,2.3495,1.8334,1.5903,1.2994,1.0178,0.7650,0.4453,0.3961,0.0000,0.0980,0.0000,0.0000,0.0545,0.6790,0.7710,0.8771,2.2471,1.7537,1.4805,1.2027,0.9349,0.6956,0.3819,0.3008,0.0000,0.0592,0.0000,0.0000,0.0545,0.5365,0.6329,0.7183,2.8332,2.8904,3.1781,3.4012,3.5835,3.7612,3.6636,3.6889,3.5264,3.3673,3.0910,1.0719,1.2726,1.2550,1.2782,7.2390,6.1596,5.1387,-8.7701,-9.7380,-1.0372,-0.4528,50.0597,8.7701,5.8830,1.6011,0.7574,2.1708,4.2210,1.5151,0.1010,0.0012,0.7971,8.1712,0.0776,0.0962,0.0012,0.7698,8.3879,0.0654,10.8816,17.6642,0.2906,0.0137,1.1488,7.1194,0.2287,6.0405,9.3065,4.4172,0.4980,6.0391,0.0504,0.0002,0.6467,8.5604,0.0503,0.0517,0.0003,0.6189,8.9595,0.0397,0.0498,0.0004,0.5980,9.1389,0.0347,0.6145,0.0789,1.4878,6.1888,0.4998,0.5969,0.0862,1.4526,6.3679,0.4476,0.6026,0.0419,1.5340,5.7907,0.6022,11.1400,15.9460,1.0479,0.2145,1.8490,4.9565,1.0027,3.4439,4.0757,3.1354,2.3220,3.4397,1.8952,1.1128,2.3501,3.9424,1.8868,0.6335,0.0478,1.5604,5.7478,0.6331,0.2814,0.0154,1.1173,7.2928,0.2023,2.7179,2.6054,2.7752,3.0220,2.7170,0.2840,0.0068,1.1906,6.7455,0.2825,Nc1ccccc,-0.89
41.0000,7.9905,2.0705,6.0568,1.6174,1.2424,1.5814,0.9423,1.9459,1.6267,1.6094,4.6151,4.8442,0.7715,1.1455,1.3770,1.5913,1.6906,1.7341,1.7468,0.2167,0.3688,0.4800,0.5950,0.6523,0.6780,0.6856,1.5358,1.2983,1.0456,0.6403,0.3250,0.1337,0.0686,2.5181,2.2364,2.1606,2.0999,2.0464,1.9660,1.6969,0.7095,0.0000,0.3170,0.0000,0.0620,0.3485,1.4007,1.9425,2.4724,2.3538,1.9049,1.6732,1.4593,1.2655,1.0695,0.7622,0.4008,0.0000,0.1124,0.0000,0.0227,0.1178,0.7793,1.0602,1.3442,2.3296,1.9126,1.7009,1.5182,1.3470,1.1493,0.8368,0.4108,0.0000,0.1266,0.0000,0.0305,0.1467,0.8307,1.1452,1.4405,2.8904,3.0445,3.4340,3.8501,4.2627,4.5951,4.7185,4.8752,5.0173,4.9698,4.9127,0.9933,1.2576,1.2556,1.2582,7.4187,6.2030,5.1985,-7.9872,-8.6410,-0.8437,0.4083,99.1910,7.9872,2.0940,1.7393,0.8702,2.2862,4.2816,1.7005,0.1104,0.0013,0.8482,8.2974,0.0911,0.1045,0.0012,0.8243,8.4202,0.0822,10.9505,17.3013,0.2958,0.0138,1.1721,7.4088,0.2268,6.0130,9.1910,4.4334,0.6032,6.0115,0.0489,0.0001,0.6541,8.8158,0.0489,0.0538,0.0003,0.6423,9.2007,0.0412,0.0517,0.0004,0.6223,9.3464,0.0366,0.6623,0.0901,1.5506,6.3691,0.5392,0.6427,0.0970,1.5171,6.5146,0.4908,0.6167,0.0419,1.5701,5.9850,0.6165,11.1763,15.3892,1.1156,0.2333,1.9250,5.0986,1.0913,3.5697,4.2691,3.2269,2.4047,3.5668,1.8456,0.9860,2.3528,4.1873,1.8437,0.6309,0.0445,1.5822,5.9694,0.6306,0.2869,0.0155,1.1414,7.5662,0.2017,2.7694,2.6504,2.8296,3.1762,2.7688,0.2653,0.0054,1.1854,7.0224,0.2651,Nc1ccc2c,3.35
42.0000,8.1244,2.0338,6.2324,1.5974,1.4112,1.5412,1.2528,1.3863,1.2528,1.0986,4.3694,4.4659,0.8272,1.2430,1.3798,1.4446,1.4446,1.4446,1.4446,0.2327,0.4075,0.4737,0.5068,0.5068,0.5068,0.5068,1.5304,1.2358,1.0760,0.9810,0.9810,0.9810,0.9810,2.5161,2.1676,2.0578,1.8332,1.5491,1.4530,1.0303,0.6861,0.0000,0.0000,0.0000,0.0000,0.1544,0.9869,1.0550,1.2964,2.3771,1.8799,1.6400,1.2873,0.9353,0.7715,0.4279,0.4226,0.0000,0.0000,0.0000,0.0000,0.0545,0.5412,0.5086,0.5889,2.2954,1.8134,1.5405,1.2063,0.8784,0.6931,0.3646,0.3257,0.0000,0.0000,0.0000,0.0000,0.0545,0.4421,0.4279,0.4787,2.8332,2.8904,3.1355,3.2581,3.3673,3.6109,3.3673,3.2189,3.3673,3.3673,3.2189,0.9559,1.1458,1.1420,1.1471,7.7510,6.3494,5.2417,-7.7448,-8.7245,-0.2383,0.6373,57.2365,7.7448,0.1770,1.6196,0.7759,2.1850,4.2018,1.5505,0.0817,0.0007,0.7439,8.3580,0.0660,0.0758,0.0006,0.7154,8.5476,0.0566,11.0520,16.7631,0.2348,0.0080,1.0720,7.3449,0.1870,6.0220,9.2716,4.4077,0.5069,6.0194,0.0490,0.0002,0.6396,8.5937,0.0489,0.0414,0.0002,0.5732,9.1440,0.0331,0.0388,0.0002,0.5503,9.3342,0.0287,0.5170,0.0470,1.4099,6.3730,0.4304,0.4899,0.0460,1.3700,6.5630,0.3828,0.5893,0.0396,1.5223,5.8239,0.5888,11.2047,14.9337,1.0498,0.2117,1.8535,4.9618,1.0154,3.4713,4.1314,3.1489,2.3004,3.4670,1.8597,1.0486,2.3326,3.9619,1.8564,0.6334,0.0478,1.5602,5.7447,0.6330,0.2214,0.0081,1.0362,7.5478,0.1629,2.7175,2.6043,2.7751,3.0190,2.7168,0.2675,0.0059,1.1677,6.7974,0.2673,Nc1ccc(c,-2.15
43.0000,5.6673,1.7315,4.1431,1.3625,1.1369,1.2999,0.9163,1.3863,1.2528,1.0986,3.6109,3.6636,0.9524,1.2590,1.3368,1.4093,1.4093,1.4093,1.4093,0.3492,0.5080,0.5522,0.5944,0.5944,0.5944,0.5944,1.1681,0.8268,0.6931,0.5388,0.5388,0.5388,0.5388,1.9435,1.5661,1.4736,1.1954,0.8867,0.8351,0.2874,0.4555,0.0000,0.0000,0.0000,0.0000,0.0797,0.5966,0.5653,0.7599,1.8420,1.3405,1.1490,0.7966,0.4929,0.4226,0.1053,0.2874,0.0000,0.0000,0.0000,0.0000,0.0276,0.3257,0.2654,0.3471,1.7953,1.3021,1.0946,0.7524,0.4631,0.3646,0.0908,0.2508,0.0000,0.0000,0.0000,0.0000,0.0276,0.2844,0.2311,0.2746,2.1972,2.1972,2.3979,2.3979,2.3979,2.5649,1.6094,0.0000,0.0000,0.0000,0.0000,1.1606,1.3943,1.3773,1.3953,5.6517,4.3167,4.6032,-8.5749,-9.9397,0.2967,0.3613,35.3971,8.5749,2.6370,1.0486,0.4430,1.5404,3.6006,0.9044,0.2185,0.0100,0.8503,5.6917,0.1871,0.2091,0.0106,0.8190,5.8879,0.1547,11.1899,15.9586,0.6460,0.1290,1.2784,4.5941,0.5738,6.6589,11.2376,4.3809,0.0782,6.6579,0.0960,0.0013,0.6406,6.4442,0.0959,0.1202,0.0027,0.6811,6.4409,0.1056,0.1155,0.0029,0.6592,6.6114,0.0929,0.7039,0.1589,1.3246,4.3726,0.6373,0.6829,0.1693,1.2919,4.5414,0.5757,0.5912,0.0782,1.2638,4.3759,0.5908,11.2107,15.5033,0.9375,0.3046,1.4908,3.6955,0.8768,2.1116,2.0674,2.1474,2.2937,2.0810,1.9750,2.0668,2.0511,2.7086,1.8518,0.5910,0.0788,1.2629,4.4295,0.5886,0.6107,0.1232,1.2394,4.7857,0.5138,2.0077,1.8324,2.1007,2.4302,2.0031,0.5567,0.0910,1.2139,4.6712,0.5112,Nc1ccc(C,-2.52
44.0000,7.6869,2.0180,5.8141,1.5808,1.2901,1.5347,1.1471,1.7918,1.5907,1.3863,4.4188,4.5951,0.7825,1.1382,1.3478,1.5829,1.6993,1.7270,1.7270,0.2247,0.3723,0.4737,0.6005,0.6683,0.6851,0.6851,1.5072,1.2751,1.0477,0.6049,0.2078,0.0742,0.0742,2.4205,2.1214,2.0318,1.9064,1.7924,1.6780,1.3592,0.6387,0.0000,0.1756,0.0000,0.0000,0.1881,1.1556,1.5543,1.9618,2.2599,1.7991,1.5619,1.2917,1.0606,0.8553,0.5585,0.3619,0.0000,0.0554,0.0000,0.0000,0.0611,0.6054,0.7706,0.9400,2.2272,1.7943,1.5617,1.3268,1.1092,0.9050,0.5889,0.3415,0.0000,0.0667,0.0000,0.0000,0.0705,0.6286,0.8171,1.0021,2.7726,2.8904,3.2189,3.5264,3.8286,4.1109,4.1109,4.1897,4.2341,4.2341,3.8501,1.0014,1.2658,1.2638,1.2664,7.2506,5.9320,5.1053,-8.2442,-8.5810,-0.3474,-0.1206,56.0030,8.2442,1.6560,1.6135,0.7779,2.1591,4.1501,1.5677,0.1141,0.0014,0.8267,7.9008,0.0961,0.1063,0.0013,0.8000,8.0371,0.0858,11.1565,15.8069,0.3047,0.0146,1.1527,6.9566,0.2468,6.1046,9.4993,4.4170,0.4496,6.1032,0.0542,0.0002,0.6492,8.4235,0.0542,0.0557,0.0003,0.6289,8.7487,0.0451,0.0524,0.0003,0.6066,8.9114,0.0398,0.6197,0.0757,1.4795,6.0429,0.5263,0.5919,0.0757,1.4423,6.2052,0.4758,0.6074,0.0456,1.5129,5.7186,0.6071,11.2457,13.8406,1.0825,0.2402,1.8501,4.8587,1.0566,3.3368,3.9204,3.0518,2.3646,3.3331,1.8377,1.0548,2.2920,3.9166,1.8354,0.6259,0.0493,1.5285,5.6950,0.6255,0.2901,0.0153,1.1182,7.1354,0.2179,2.6425,2.5151,2.7072,3.0329,2.6418,0.2909,0.0076,1.1787,6.6302,0.2907,Nc1ccc2c,2.46
45.0000,5.6673,1.7315,4.1431,1.3625,1.1369,1.2999,0.9163,1.3863,1.2528,1.0986,3.6109,3.6636,0.9524,1.2590,1.3368,1.4093,1.4093,1.4093,1.4093,0.3492,0.5080,0.5522,0.5944,0.5944,0.5944,0.5944,1.1681,0.8268,0.6931,0.5388,0.5388,0.5388,0.5388,1.9435,1.5661,1.4736,1.1954,0.8867,0.8351,0.2874,0.4555,0.0000,0.0000,0.0000,0.0000,0.0797,0.5966,0.5653,0.7599,1.8420,1.3405,1.1490,0.7966,0.4929,0.4226,0.1053,0.2874,0.0000,0.0000,0.0000,0.0000,0.0276,0.3257,0.2654,0.3471,1.6611,1.1936,0.9369,0.6259,0.3805,0.2585,0.0516,0.1476,0.0000,0.0000,0.0000,0.0000,0.0276,0.1689,0.1354,0.1380,2.1972,2.1972,2.3979,2.3979,2.3979,2.5649,1.6094,0.0000,0.0000,0.0000,0.0000,1.1606,1.3943,1.3757,1.4007,5.6356,4.2815,4.5042,-8.2392,-9.8322,0.3853,0.6357,-19.4618,8.2392,3.3600,1.0580,0.4425,1.5548,3.5372,0.9527,0.2185,0.0100,0.8503,5.6917,0.1871,0.2091,0.0106,0.8190,5.8879,0.1547,11.2342,14.8798,0.6050,0.1118,1.2475,4.6266,0.5404,6.6589,11.2376,4.3809,0.0782,6.6579,0.0960,0.0013,0.6406,6.4442,0.0959,0.1202,0.0027,0.6811,6.4409,0.1056,0.1155,0.0029,0.6592,6.6114,0.0929,0.7039,0.1589,1.3246,4.3726,0.6373,0.6829,0.1693,1.2919,4.5414,0.5757,0.5912,0.0782,1.2638,4.3759,0.5908,11.2491,14.3388,0.9375,0.3046,1.4908,3.6955,0.8768,2.1508,2.1139,2.1727,2.2586,2.1459,1.8393,1.5613,2.0085,2.6838,1.8116,0.5910,0.0788,1.2629,4.4295,0.5886,0.5840,0.1200,1.2141,4.8093,0.4855,2.0077,1.8324,2.1007,2.4302,2.0031,0.5016,0.0531,1.1866,4.6441,0.4971,Nc1ccc(F,-3.32
46.0000,7.6538,2.0209,5.7777,1.5808,1.2587,1.5388,1.0410,1.9459,1.5907,1.6094,4.4188,4.6052,0.7825,1.1382,1.3439,1.5313,1.6413,1.7133,1.7270,0.2247,0.3723,0.4719,0.5715,0.6339,0.6765,0.6851,1.5072,1.2751,1.0533,0.7309,0.4305,0.1432,0.0742,2.4205,2.1235,2.0194,1.9166,1.8199,1.6958,1.3533,0.5939,0.0000,0.2429,0.0000,0.0000,0.1923,1.1878,1.6283,2.0689,2.2599,1.8004,1.5491,1.3073,1.0929,0.8759,0.5602,0.3329,0.0000,0.0871,0.0000,0.0000,0.0620,0.6429,0.8463,1.0487,2.2272,1.7953,1.5546,1.3350,1.1259,0.9143,0.5861,0.3243,0.0000,0.0862,0.0000,0.0000,0.0714,0.6492,0.8599,1.0654,2.7726,2.8904,3.2189,3.5553,3.8712,4.1431,4.1271,4.1744,4.1897,4.1897,3.8067,1.0250,1.2914,1.2890,1.2923,7.2186,5.8955,5.1017,-7.7827,-8.6890,-0.3975,-0.1699,72.8093,7.7827,1.8970,1.6146,0.7731,2.1610,4.1488,1.5736,0.1963,0.0081,0.9566,7.6791,0.1321,0.1203,0.0019,0.8276,8.0226,0.0923,9.6525,16.7169,0.3380,0.0200,1.1862,6.9283,0.2639,5.8196,8.9279,4.2760,0.5624,5.8182,0.0545,0.0002,0.6506,8.4178,0.0545,0.0625,0.0005,0.6517,8.7201,0.0486,0.0601,0.0005,0.6310,8.8812,0.0429,0.6767,0.1019,1.5169,6.0144,0.5581,0.6573,0.1099,1.4829,6.1751,0.5055,0.6100,0.0461,1.5152,5.7128,0.6098,7.0073,11.3279,1.0827,0.2396,1.8506,4.8601,1.0579,3.3363,3.9182,3.0517,2.3627,3.3333,1.8377,1.0547,2.2920,3.9163,1.8354,0.6258,0.0493,1.5285,5.6947,0.6255,0.3284,0.0226,1.1545,7.1028,0.2335,2.6424,2.5149,2.7072,3.0327,2.6418,0.2925,0.0077,1.1808,6.6244,0.2922,Nc1cc2cc,2.98
